0.500000	89.500000	4.079084
0.500000	88.500000	4.087788
0.500000	87.500000	4.097335
0.500000	86.500000	4.105230
0.500000	85.500000	4.109102
0.500000	84.500000	4.107790
0.500000	83.500000	4.102075
0.500000	82.500000	4.094228
0.500000	81.500000	4.086410
0.500000	80.500000	4.079094
0.500000	79.500000	4.071016
0.500000	78.500000	4.060965
0.500000	77.500000	4.050063
0.500000	76.500000	4.042431
0.500000	75.500000	4.043239
0.500000	74.500000	4.055265
0.500000	73.500000	4.076476
0.500000	72.500000	4.100547
0.500000	71.500000	4.120148
0.500000	70.500000	4.130783
0.500000	69.500000	4.132731
0.500000	68.500000	4.130104
0.500000	67.500000	4.128030
0.500000	66.500000	4.129921
0.500000	65.500000	4.136247
0.500000	64.500000	4.144997
0.500000	63.500000	4.153088
0.500000	62.500000	4.157880
0.500000	61.500000	4.158300
0.500000	60.500000	4.155298
0.500000	59.500000	4.151392
0.500000	58.500000	4.149299
0.500000	57.500000	4.150223
0.500000	56.500000	4.152902
0.500000	55.500000	4.154279
0.500000	54.500000	4.151569
0.500000	53.500000	4.144304
0.500000	52.500000	4.134740
0.500000	51.500000	4.126183
0.500000	50.500000	4.120479
0.500000	49.500000	4.116694
0.500000	48.500000	4.112050
0.500000	47.500000	4.104319
0.500000	46.500000	4.093630
0.500000	45.500000	4.082157
0.500000	44.500000	4.072014
0.500000	43.500000	4.063261
0.500000	42.500000	4.053887
0.500000	41.500000	4.041921
0.500000	40.500000	4.027990
0.500000	39.500000	4.016117
0.500000	38.500000	4.011866
0.500000	37.500000	4.018944
0.500000	36.500000	4.036541
0.500000	35.500000	4.059250
0.500000	34.500000	4.079665
0.500000	33.500000	4.092147
0.500000	32.500000	4.095599
0.500000	31.500000	4.093796
0.500000	30.500000	4.093128
0.500000	29.500000	4.099019
0.500000	28.500000	4.112903
0.500000	27.500000	4.131429
0.500000	26.500000	4.148439
0.500000	25.500000	4.158722
0.500000	24.500000	4.161348
0.500000	23.500000	4.160454
0.500000	22.500000	4.162768
0.500000	21.500000	4.173292
0.500000	20.500000	4.191902
0.500000	19.500000	4.213174
0.500000	18.500000	4.229629
0.500000	17.500000	4.236268
0.500000	16.500000	4.233428
0.500000	15.500000	4.226216
0.500000	14.500000	4.221117
0.500000	13.500000	4.222143
0.500000	12.500000	4.228860
0.500000	11.500000	4.237131
0.500000	10.500000	4.241618
0.500000	9.500000	4.238359
0.500000	8.500000	4.226173
0.500000	7.500000	4.206677
0.500000	6.500000	4.183396
0.500000	5.500000	4.160520
0.500000	4.500000	4.141679
0.500000	3.500000	4.128994
0.500000	2.500000	4.122684
0.500000	1.500000	4.121425
0.500000	0.500000	4.123288
0.500000	-0.500000	4.126697
0.500000	-1.500000	4.130845
0.500000	-2.500000	4.135469
0.500000	-3.500000	4.140390
0.500000	-4.500000	4.145353
0.500000	-5.500000	4.150268
0.500000	-6.500000	4.155447
0.500000	-7.500000	4.161395
0.500000	-8.500000	4.168179
0.500000	-9.500000	4.174929
0.500000	-10.500000	4.180042
0.500000	-11.500000	4.182059
0.500000	-12.500000	4.180562
0.500000	-13.500000	4.176366
0.500000	-14.500000	4.170880
0.500000	-15.500000	4.165226
0.500000	-16.500000	4.159835
0.500000	-17.500000	4.154749
0.500000	-18.500000	4.150155
0.500000	-19.500000	4.146530
0.500000	-20.500000	4.144193
0.500000	-21.500000	4.142713
0.500000	-22.500000	4.140776
0.500000	-23.500000	4.136731
0.500000	-24.500000	4.129473
0.500000	-25.500000	4.119136
0.500000	-26.500000	4.107285
0.500000	-27.500000	4.096597
0.500000	-28.500000	4.090153
0.500000	-29.500000	4.090401
0.500000	-30.500000	4.097991
0.500000	-31.500000	4.111053
0.500000	-32.500000	4.125631
0.500000	-33.500000	4.137463
0.500000	-34.500000	4.144225
0.500000	-35.500000	4.146686
0.500000	-36.500000	4.147687
0.500000	-37.500000	4.149553
0.500000	-38.500000	4.151982
0.500000	-39.500000	4.152308
0.500000	-40.500000	4.148098
0.500000	-41.500000	4.139826
0.500000	-42.500000	4.130994
0.500000	-43.500000	4.125117
0.500000	-44.500000	4.121967
0.500000	-45.500000	4.116613
0.500000	-46.500000	4.102811
0.500000	-47.500000	4.078593
0.500000	-48.500000	4.049544
0.500000	-49.500000	4.026602
0.500000	-50.500000	4.019397
0.500000	-51.500000	4.029858
0.500000	-52.500000	4.050907
0.500000	-53.500000	4.071274
0.500000	-54.500000	4.082844
0.500000	-55.500000	4.085184
0.500000	-56.500000	4.084334
0.500000	-57.500000	4.087420
0.500000	-58.500000	4.097522
0.500000	-59.500000	4.112383
0.500000	-60.500000	4.127052
0.500000	-61.500000	4.137604
0.500000	-62.500000	4.142917
0.500000	-63.500000	4.143853
0.500000	-64.500000	4.141568
0.500000	-65.500000	4.136987
0.500000	-66.500000	4.131754
0.500000	-67.500000	4.129130
0.500000	-68.500000	4.133187
0.500000	-69.500000	4.146360
0.500000	-70.500000	4.167203
0.500000	-71.500000	4.190343
0.500000	-72.500000	4.208995
0.500000	-73.500000	4.218411
0.500000	-74.500000	4.218013
0.500000	-75.500000	4.211113
0.500000	-76.500000	4.202832
0.500000	-77.500000	4.197747
0.500000	-78.500000	4.198398
0.500000	-79.500000	4.204794
0.500000	-80.500000	4.214567
0.500000	-81.500000	4.223682
0.500000	-82.500000	4.227885
0.500000	-83.500000	4.224779
0.500000	-84.500000	4.215540
0.500000	-85.500000	4.204862
0.500000	-86.500000	4.198502
0.500000	-87.500000	4.199491
0.500000	-88.500000	4.205465
0.500000	-89.500000	4.209224
1.500000	89.500000	4.079005
1.500000	88.500000	4.087523
1.500000	87.500000	4.096837
1.500000	86.500000	4.104445
1.500000	85.500000	4.108007
1.500000	84.500000	4.106409
1.500000	83.500000	4.100463
1.500000	82.500000	4.092451
1.500000	81.500000	4.084532
1.500000	80.500000	4.077212
1.500000	79.500000	4.069283
1.500000	78.500000	4.059623
1.500000	77.500000	4.049464
1.500000	76.500000	4.043072
1.500000	75.500000	4.045758
1.500000	74.500000	4.060304
1.500000	73.500000	4.084375
1.500000	72.500000	4.110997
1.500000	71.500000	4.132043
1.500000	70.500000	4.142490
1.500000	69.500000	4.142719
1.500000	68.500000	4.137588
1.500000	67.500000	4.133195
1.500000	66.500000	4.133548
1.500000	65.500000	4.139001
1.500000	64.500000	4.146901
1.500000	63.500000	4.153588
1.500000	62.500000	4.156448
1.500000	61.500000	4.155089
1.500000	60.500000	4.151291
1.500000	59.500000	4.147888
1.500000	58.500000	4.147068
1.500000	57.500000	4.148940
1.500000	56.500000	4.151270
1.500000	55.500000	4.150773
1.500000	54.500000	4.145334
1.500000	53.500000	4.135676
1.500000	52.500000	4.125105
1.500000	51.500000	4.117295
1.500000	50.500000	4.113606
1.500000	49.500000	4.112007
1.500000	48.500000	4.108563
1.500000	47.500000	4.100443
1.500000	46.500000	4.088116
1.500000	45.500000	4.074951
1.500000	44.500000	4.064484
1.500000	43.500000	4.057539
1.500000	42.500000	4.051593
1.500000	41.500000	4.043063
1.500000	40.500000	4.030845
1.500000	39.500000	4.018332
1.500000	38.500000	4.012140
1.500000	37.500000	4.018131
1.500000	36.500000	4.037320
1.500000	35.500000	4.064465
1.500000	34.500000	4.090438
1.500000	33.500000	4.107042
1.500000	32.500000	4.111387
1.500000	31.500000	4.107186
1.500000	30.500000	4.102195
1.500000	29.500000	4.103371
1.500000	28.500000	4.112706
1.500000	27.500000	4.126313
1.500000	26.500000	4.137348
1.500000	25.500000	4.140912
1.500000	24.500000	4.137733
1.500000	23.500000	4.134116
1.500000	22.500000	4.138018
1.500000	21.500000	4.153751
1.500000	20.500000	4.178794
1.500000	19.500000	4.204896
1.500000	18.500000	4.222799
1.500000	17.500000	4.227523
1.500000	16.500000	4.220866
1.500000	15.500000	4.209749
1.500000	14.500000	4.201763
1.500000	13.500000	4.200925
1.500000	12.500000	4.206105
1.500000	11.500000	4.212568
1.500000	10.500000	4.215116
1.500000	9.500000	4.210700
1.500000	8.500000	4.199234
1.500000	7.500000	4.182781
1.500000	6.500000	4.164154
1.500000	5.500000	4.145896
1.500000	4.500000	4.129985
1.500000	3.500000	4.117968
1.500000	2.500000	4.111069
1.500000	1.500000	4.110028
1.500000	0.500000	4.114719
1.500000	-0.500000	4.123834
1.500000	-1.500000	4.134961
1.500000	-2.500000	4.145269
1.500000	-3.500000	4.152618
1.500000	-4.500000	4.156567
1.500000	-5.500000	4.158561
1.500000	-6.500000	4.160996
1.500000	-7.500000	4.165586
1.500000	-8.500000	4.172097
1.500000	-9.500000	4.178407
1.500000	-10.500000	4.181905
1.500000	-11.500000	4.181263
1.500000	-12.500000	4.177238
1.500000	-13.500000	4.171959
1.500000	-14.500000	4.167316
1.500000	-15.500000	4.163790
1.500000	-16.500000	4.160601
1.500000	-17.500000	4.156855
1.500000	-18.500000	4.152592
1.500000	-19.500000	4.148771
1.500000	-20.500000	4.146283
1.500000	-21.500000	4.144949
1.500000	-22.500000	4.143386
1.500000	-23.500000	4.139843
1.500000	-24.500000	4.133305
1.500000	-25.500000	4.124074
1.500000	-26.500000	4.113665
1.500000	-27.500000	4.104351
1.500000	-28.500000	4.098674
1.500000	-29.500000	4.098868
1.500000	-30.500000	4.105996
1.500000	-31.500000	4.119052
1.500000	-32.500000	4.134803
1.500000	-33.500000	4.148982
1.500000	-34.500000	4.158399
1.500000	-35.500000	4.162548
1.500000	-36.500000	4.163359
1.500000	-37.500000	4.163162
1.500000	-38.500000	4.162529
1.500000	-39.500000	4.159961
1.500000	-40.500000	4.153752
1.500000	-41.500000	4.144295
1.500000	-42.500000	4.134426
1.500000	-43.500000	4.127038
1.500000	-44.500000	4.121897
1.500000	-45.500000	4.114794
1.500000	-46.500000	4.100492
1.500000	-47.500000	4.077613
1.500000	-48.500000	4.051423
1.500000	-49.500000	4.031686
1.500000	-50.500000	4.026579
1.500000	-51.500000	4.037027
1.500000	-52.500000	4.055859
1.500000	-53.500000	4.072580
1.500000	-54.500000	4.080264
1.500000	-55.500000	4.079532
1.500000	-56.500000	4.077008
1.500000	-57.500000	4.079889
1.500000	-58.500000	4.090974
1.500000	-59.500000	4.107552
1.500000	-60.500000	4.124166
1.500000	-61.500000	4.136415
1.500000	-62.500000	4.142866
1.500000	-63.500000	4.144361
1.500000	-64.500000	4.142353
1.500000	-65.500000	4.138212
1.500000	-66.500000	4.133862
1.500000	-67.500000	4.132428
1.500000	-68.500000	4.137441
1.500000	-69.500000	4.150714
1.500000	-70.500000	4.170527
